cuisine	types	name	ingredients	difficulty	health_banners	ingredients_parsed
	['dinner', 'lunch', 'soup', 'starter', 'supper']	Soup maker leek and potato soup	['225g potatoes, peeled and cut into 1cm pieces ', '1 small onion, cut the same size as the potatoes ', '1 large leek, sliced ', '450ml light chicken or vegetable stock', '60ml whipping cream, plus a drizzle to serve  ', '60ml whole milk', 'small knob of butter', 'finely chopped chives']	Easy	['Freezable', 'Vegetarian']	['potato peel cut piec', 'small onion cut size potato', 'larg leek slice', 'light chicken veget stock', 'whip cream plus drizzl serv', 'milk', 'small knob butter', 'fine chop chive']
['greek']	['dinner', 'main-course']	Griddled chicken with quinoa Greek salad	['225g quinoa', '25g butter', '1 red chilli, deseeded and finely chopped', '1 garlic clove, crushed', '400g chicken mini fillets', '1½ tbsp extra-virgin olive oil', '300g vine tomato, roughly chopped', 'handful pitted black Kalamata olive', '1 red onion, finely sliced', '100g feta cheese, crumbled', 'small bunch mint leaves, chopped', 'juice and zest ½ lemon']	Easy	['Gluten-free']	['quinoa', 'butter', 'red chilli deseed fine chop', 'garlic clove crush', 'chicken mini fillet', 'extra virgin oliv oil', 'vine tomato rough chop', 'hand pit black kalamata oliv', 'red onion fine slice', 'feta chees crumbl', 'small bunch mint leaf chop', 'juic zest lemon']
	['dessert']	Raspberry & dark chocolate cheat's ice cream terrine	['225g raspberries', '1 tbsp caster sugar', '½  lemon, juiced', '400ml double cream', '1 tbsp vanilla paste', '275g condensed milk', '200g dark chocolate, melted and cooled slightly, plus extra for topping']	Easy	['Freezable', 'Vegetarian']	['raspberri', 'caster sugar', 'lemon juic', 'doubl cream', 'vanilla past', 'condens milk', 'dark chocol melt cool slight plus extra top']
	['afternoon-tea', 'dessert']	Mojito cake	['225g salted butter, softened, plus extra for the tins', '225g golden caster sugar', '4 large eggs', '225g self-raising flour', '2 limes, zest finely grated', '50g natural yogurt', 'lime wedges, lime zest and mint leaves, to decorate ', '3 limes, juiced (90ml)', '100g light brown soft sugar', 'small bunch mint, leaves picked and roughly chopped', '120ml white rum', '150g unsalted butter,  softened', '400g icing sugar, sieved ', '2 limes, zested', '50g cream cheese']	More effort	['Vegetarian']	['salt butter soften plus extra tin', 'golden caster sugar', 'larg egg', 'self rais flour', 'lime zest fine grate', 'natur yogurt', 'lime wedg lime zest mint leaf decor', 'lime juic', 'light brown soft sugar', 'small bunch mint leaf pick rough chop', 'white rum', 'unsalt butter soften', 'ice sugar siev', 'lime zest', 'cream chees']
['british']	['afternoon-tea', 'buffet', 'snack', 'supper', 'treat']	Ginger cake	['225g self-raising flour', '1 tsp bicarbonate of soda', '1 tbsp ground ginger', '1 tsp ground cinnamon', '1 tsp ground mixed spice', '115g butter, cut into cubes, plus extra for greasing', '115g dark muscovado sugar', '115g black treacle', '115g golden syrup', '250ml whole milk', '85g drained stem ginger, finely grated', '1 egg', '50g icing  sugar, sifted', '1 tsp finely grated lemon zest', '1 tbsp lemon juice']	Easy	['Freezable (un-iced)']	['self rais flour', 'bicarbon soda', 'ground ginger', 'ground cinnamon', 'ground mix spice', 'butter cut plus extra greas', 'dark muscovado sugar', 'black treacl', 'golden syrup', 'milk', 'drain stem ginger fine grate', 'egg', 'ice sugar sift', 'fine grate lemon zest', 'lemon juic']
['british']	['afternoon-tea', 'buffet', 'treat']	Raspberry & blueberry lime drizzle cake	['225g softened  butter, plus extra for greasing', '225g golden caster sugar', '4medium eggs', '2 limes, grated zest and juice', '250g self-raising flour, sifted with a pinch of salt, plus extra flour', '25g ground almond', '100g each  blueberry  and raspberries', '8 tbsp lime juice  (about 4 limes)', '1 lime, grated zest', '140g golden caster sugar']	More effort	[]	['soften butter plus extra greas', 'golden caster sugar', 'medium egg', 'lime grate zest juic', 'self rais flour sift salt plus extra flour', 'ground almond', 'blueberri raspberri', 'lime juic', 'lime grate zest', 'golden caster sugar']
	['afternoon-tea', 'dessert']	Easy caramel cake	['225g softened salted butter, plus extra for the tins', '125g golden caster sugar', '100g light brown soft sugar', '1 tsp vanilla extract', '4 large eggs', '225g self raising flour', '2 tbsp milk', 'toffee, chocolate or caramel pieces, to decorate', '200g softened salted butter', '400g icing sugar (golden icing sugar if you can find it – it adds a golden colour and caramel flavour)', '70g caramel sauce, dulce de leche or caramel spread, plus 3 tbsp to serve']	Easy	['Freezable (Un-iced sponges only)', 'Vegetarian']	['soften salt butter plus extra tin', 'golden caster sugar', 'light brown soft sugar', 'vanilla extract', 'larg egg', 'self rais flour', 'milk', 'toffe chocol caramel piec decor', 'soften salt butter', 'ice sugar', 'caramel sauc dulc de lech caramel spread plus serv']
	['dessert']	Easy lemon layer cake	['225g unsalted butter, softened', '225g caster sugar', '4 large eggs', '225g self-raising flour', '1 tsp baking powder', '75g natural yogurt', '1 tsp vanilla bean paste or extract', '3 lemons, zested', '150g granulated sugar', '3 lemons, zest of 2 pared into strips, juiced (you’ll need 60ml)', '150g unsalted butter, softened', '150g icing sugar, sieved', '1 tsp vanilla bean paste or extract', '300g full-fat soft cheese']	Easy	[]	['unsalt butter soften', 'caster sugar', 'larg egg', 'self rais flour', 'bake powder', 'natur yogurt', 'vanilla bean past extract', 'lemon zest', 'granul sugar', 'lemon zest pare strip juic', 'unsalt butter soften', 'ice sugar siev', 'vanilla bean past extract', 'full fat soft chees']
['british']	['dessert']	Chocolate orange marble cake	['225g very soft butter, plus extra for greasing', '225g caster sugar', '225g self-raising flour', '4 large eggs, beaten', '2 tbsp milk', '3 tbsp cocoa powder, sifted', '1 large orange, zest and 1 tbsp orange juice', 'a few drops orange food colouring (optional)', '50g orange chocolate, broken into pieces']	Easy	[]	['soft butter plus extra greas', 'caster sugar', 'self rais flour', 'larg egg beaten', 'milk', 'cocoa powder sift', 'larg orang zest orang juic', 'drop orang food colour', 'orang chocol broken piec']
['british']	['afternoon-tea', 'treat']	Chocolate & caramel ombre cake	['225g very soft butter, plus extra for greasing', '225g golden caster sugar', '175g self-raising flour', '85g ground almond', '1 tsp baking powder', '3 eggs', '150ml pot natural yogurt', '1 tsp vanilla extract', '5 tbsp cocoa powder', '225g very soft butter, plus extra for greasing', '175g light muscovado sugar', '50g dark muscovado sugar', '175g self-raising flour', '85g ground almonds', '1 tsp baking powder', '3 eggs', '150ml pot natural yogurt', '1 tsp vanilla extract', '1 tbsp cocoa', '397g can caramel (stocked near the condensed milk in stores)', '140g dark chocolate', '140g milk chocolate', '300ml double cream']	More effort	['Freezable (Freeze before filling and icing)']	['soft butter plus extra greas', 'golden caster sugar', 'self rais flour', 'ground almond', 'bake powder', 'egg', 'pot natur yogurt', 'vanilla extract', 'cocoa powder', 'soft butter plus extra greas', 'light muscovado sugar', 'dark muscovado sugar', 'self rais flour', 'ground almond', 'bake powder', 'egg', 'pot natur yogurt', 'vanilla extract', 'cocoa', 'caramel', 'dark chocol', 'milk chocol', 'doubl cream']
['british']	['buffet', 'dessert', 'dinner', 'supper', 'treat']	Ultimate sticky toffee pudding	['225g whole medjool dates', '175ml boiling water', '1 tsp vanilla extract', '175g self-raising flour, plus extra for greasing', '1 tsp bicarbonate of soda', '2 eggs', '85g butter, softened, plus extra for greasing', '140g demerara sugar', '2 tbsp black treacle', '100ml milk', 'cream  or custard to serve (optional)', '175g light muscovado sugar', '50g butter, cut into pieces', '225ml double cream', '1 tbsp black treacle']	Easy	['Freezable (in an ovenproof dish with sauce)']	['medjool date', 'boil water', 'vanilla extract', 'self rais flour plus extra greas', 'bicarbon soda', 'egg', 'butter soften plus extra greas', 'demerara sugar', 'black treacl', 'milk', 'cream custard serv', 'light muscovado sugar', 'butter cut piec', 'doubl cream', 'black treacl']
	['dinner']	Pasta with salmon & peas	['240g wholewheat fusilli', 'knob of butter', '1 large shallot, finely chopped', '140g frozen peas', '2 skinless salmon fillets, cut into chunks', '140g low-fat crème fraîche', '½ low-salt vegetable stock cube', 'small bunch of chives, snipped']	Easy	[]	['wholewheat fusilli', 'knob butter', 'larg shallot fine chop', 'frozen pea', 'skinless salmon fillet cut chunk', 'low fat crème fraîch', 'low salt veget stock', 'small bunch chive snip']
	['dinner', 'lunch', 'main-course']	Halloumi burgers	['250g block halloumi cheese, cut into 8 thick slices', '1 tbsp olive oil', '4 brioche buns', '4 tbsp hummus', '1 large ripe tomato, thinly sliced', '4 Butterhead lettuce leaves', '4 tbsp fresh tomato salsa (most supermarkets stock a version)']	Easy	['Vegetarian']	['block halloumi chees cut thick slice', 'oliv oil', 'brioch bun', 'hummus', 'larg ripe tomato thin slice', 'butterhead lettuc leaf', 'fresh tomato salsa']
	['lunch', 'supper']	Scotch broth	['250g broth mix (or a mixture of 75g pearl barley, 75g yellow split peas, 50g red split lentils and 50g green split or marrowfat peas) ', '1 tbsp vegetable or olive oil', '1 large onion, finely chopped', '1 leek, washed and sliced ', '1 medium turnip, peeled and finely chopped', '3 carrots, finely chopped', '3 celery sticks, trimmed and finely chopped', '3 litres lamb stock', '200g kale chopped ']	Easy	['Freezable', 'Healthy']	['broth mix', 'veget oliv oil', 'larg onion fine chop', 'leek wash slice', 'medium turnip peel fine chop', 'carrot fine chop', 'celeri stick trim fine chop', 'litr lamb stock', 'kale chop']
['british']	['afternoon-tea', 'dessert']	Carrot, courgette & orange cakes	['250g butter, softened', '200g caster sugar', '3 large eggs', '250g self-raising flour', '1 tsp bicarbonate of soda', 'zest 2 oranges', '1 tsp mixed spice', '100g carrots, grated', '100g courgette, grated', 'zest 1 orange, plus 2-3 tbsp juice', '140g icing sugar']	Easy	['Freezable']	['butter soften', 'caster sugar', 'larg egg', 'self rais flour', 'bicarbon soda', 'zest orang', 'mix spice', 'carrot grate', 'courgett grate', 'zest orang plus juic', 'ice sugar']
['british']	['dinner', 'lunch']	California quinoa & avocado salad	['250g butternut squash, chopped into small chunks', '2 tbsp olive oil or rapeseed oil', '120g pack thin-stemmed broccoli, cut into small pieces', '250g pouch cooked quinoa', 'small handful coriander, leaves picked and chopped', 'small handful mint, leaves picked and chopped', '4 spring onions, finely sliced on an angle', '50g pomegranate seeds', '20g pistachios, roughly chopped', '1 small ripe avocado', 'juice ½ lemon', 'handful sprouts  (alfalfa or china rose sprouts are nice) or baby herb leaves', '1 tbsp tahini', '½ small ripe avocado, stoned, peeled and roughly chopped', 'small handful coriander, leaves picked', 'small handful mint, leaves picked', 'zest and juice ½ lemon', '2 tsp clear honey or maple syrup']	Easy	['Gluten-free', 'Vegetarian']	['butternut squash chop small chunk', 'oliv oil rapese oil', 'thin stem broccoli cut small piec', 'pouch cook quinoa', 'small hand coriand leaf pick chop', 'small hand mint leaf pick chop', 'spring onion fine slice angl', 'pomegran seed', 'pistachio rough chop', 'small ripe avocado', 'juic lemon', 'hand sprout babi herb leaf', 'tahini', 'small ripe avocado stone peel rough chop', 'small hand coriand leaf pick', 'small hand mint leaf pick', 'zest juic lemon', 'clear honey mapl syrup']
['french']	['snack', 'treat']	Baked camembert	['250g camembert or brie, or other similar cheese', '1 tbsp vermouth, or dry white wine, or kirsch', '2 thyme sprigs', 'pinch of dried chilli flakes', 'crackers or toasted bread, to serve']	Easy	[]	['camembert brie similar chees', 'vermouth dri white wine kirsch', 'thyme sprig', 'dri chilli flake', 'cracker toast bread serv']
['middle-eastern']	['buffet', 'dinner', 'lunch', 'side-dish', 'snack', 'starter', 'supper']	Summer couscous salad	['250g couscous', '250ml vegetable stock, boiling', '400g can  chickpeas, drained and rinsed', '1-2 tbsp vegetable or  olive oil', '300g courgette, sliced on the slant', '300g small vine-ripened tomatoes, halved', '250g pack  halloumi cheese, thickly sliced and then halved lengthways', '125ml olive oil', '3 tbsp  lime juice', '2 large  garlic cloves, finely chopped', '2 tbsp chopped fresh  mint', '½ tsp sugar']	Easy	['Easily doubled', 'Easily halved', 'Vegetarian']	['couscous', 'veget stock boil', 'chickpea drain rins', 'veget oliv oil', 'courgett slice slant', 'small vine ripen tomato halv', 'halloumi chees thick slice halv lengthway', 'oliv oil', 'lime juic', 'larg garlic clove fine chop', 'chop fresh mint', 'sugar']
['british']	['afternoon-tea', 'buffet', 'dessert', 'dinner', 'lunch', 'treat']	Decadent chocolate truffle torte	['250g dark chocolate', '2 tbsp golden syrup', '568ml carton double cream', '4 tsp instant coffee  granules', '1 tsp ground cinnamon', 'cocoa powder, for dusting']	More effort	['Freezable']	['dark chocol', 'golden syrup', 'doubl cream', 'instant coffe granul', 'ground cinnamon', 'cocoa powder dust']
	['dessert']	No-bake vanilla cheesecake	['250g digestive biscuits', '100g butter, melted', '1 vanilla pod', '600g soft cheese', '100g icing sugar', '280ml double cream', 'fruit compote, to serve (strawberry or raspberry work well)']	Easy	['Vegetarian']	['digest biscuit', 'butter melt', 'vanilla pod', 'soft chees', 'ice sugar', 'doubl cream', 'fruit compot serv']
['italian']	['dinner', 'main-course', 'pasta', 'supper']	Next level lasagne	['250g dried egg lasagne sheets', '120g mozzarella', 'olive oil for the dish', '1 tbsp butter', '100g cubed, smoked pancetta or bacon lardons', '1 onion, finely chopped', '2 carrots, chopped into small chunks', '800g braising beef, such as shin, chopped into small chunks, or good-quality mince', '4 garlic cloves, chopped', '1 bay leaf', '1 tsp dried oregano', '1 tbsp ketchup', '500ml red wine', '680g jar passata', '800ml whole milk', '30g pack dried porcini mushrooms', '1 bay leaf', '50g butter', '50g plain flour', 'parmesan rind, if you have any', '2 tbsp mascarpone', '100g parmesan, finely grated', 'nutmeg, grated']	More effort	['Freezable (The meat sauce can be frozen for up to three months.)']	['dri egg lasagn sheet', 'mozzarella', 'oliv oil dish', 'butter', 'cube smoke pancetta bacon lardon', 'onion fine chop', 'carrot chop small chunk', 'brais beef shin chop small chunk good qualiti minc', 'garlic clove chop', 'bay leaf', 'dri oregano', 'ketchup', 'red wine', 'passata', 'milk', 'dri porcini mushroom', 'bay leaf', 'butter', 'plain flour', 'parmesan rind', 'mascarpon', 'parmesan fine grate', 'nutmeg grate']
['british']	['dessert', 'dinner']	Strawberry mousse	['250g fresh strawberry, halved if large', '25g caster sugar', '140g mini  marshmallow', '200ml double cream']	Easy	[]	['fresh strawberri halv larg', 'caster sugar', 'mini marshmallow', 'doubl cream']
['british']	['dessert', 'snack']	Instant frozen berry yogurt	['250g frozen mixed berry', '250g 0%-fat Greek yogurt', '1 tbsp honey or agave syrup']	Easy	['Gluten-free', 'Healthy', 'Vegetarian']	['frozen mix berri', ' fat greek yogurt', 'honey agav syrup']
	['dinner']	Coconut fish curry & rice	['250g frozen sustainable  white fish, cut into bite-sized pieces ', '1 lime, juiced', '1 tsp  ground turmeric', '3 tbsp  vegetable oil or ghee', '1 large  onion, finely chopped', '1 tbsp grated ginger', '3 garlic cloves, thinly sliced ', '2 tsp  ground cumin', '2 tsp  ground coriander', '½-1 tsp  chilli flakes or powder, or to taste', '2 tbsp  tomato purée', '250g prepared diced butternut squash and sweet potato mix', '200ml  coconut milk', '2 tbsp  tamarind paste (optional)', 'small bunch of  coriander, roughly chopped, or use mint ', 'cooked rice, to serve (about 250g uncooked weight)']	Easy	['Gluten-free']	['frozen sustain white fish cut bite size piec', 'lime juic', 'ground turmer', 'veget oil ghee', 'larg onion fine chop', 'grate ginger', 'garlic clove thin slice', 'ground cumin', 'ground coriand', 'chilli flake powder tast', 'tomato puré', 'prepar dice butternut squash sweet potato mix', 'coconut milk', 'tamarind past', 'small bunch coriand rough chop use mint', 'cook rice serv']
